,0,1,2
e5412674,1.0,0.0,1.0
e5602708,1.0,1.0,1.0
e5525744,1.0,1.0,1.0
e5607740,0.0,1.0,1.0
e5500622,0.0,1.0,1.0
e5606652,1.0,0.0,0.0
e5536226,1.0,0.0,0.0
e5577182,0.0,1.0,1.0
e257120,0.0,0.0,0.0
e5588012,1.0,1.0,1.0
e5606374,0.0,1.0,0.0
e5605238,1.0,1.0,1.0
e5545734,0.0,1.0,0.0
e5218672,1.0,0.0,0.0
e5394820,0.0,0.0,1.0
e5090084,1.0,0.0,0.0
e5547038,0.0,1.0,0.0
e4699718,0.0,0.0,0.0
e5283082,0.0,1.0,0.0
e5584226,1.0,1.0,1.0
e5600226,0.0,1.0,1.0
e5598516,1.0,1.0,1.0
e5605994,1.0,1.0,1.0
e5235912,0.0,0.0,1.0
e5390552,0.0,0.0,1.0
e5217382,0.0,0.0,1.0
e5218180,1.0,0.0,0.0
e5593000,1.0,0.0,0.0
e5607430,1.0,1.0,1.0
e224254,0.0,1.0,0.0
e5513740,1.0,0.0,1.0
e5604534,1.0,1.0,1.0
e5503124,0.0,1.0,1.0
e5215726,1.0,1.0,1.0
e5180854,1.0,1.0,1.0
e5607802,1.0,1.0,1.0
e230756,1.0,0.0,1.0
e5590820,0.0,0.0,1.0
e5595292,1.0,0.0,0.0
e5412682,1.0,0.0,1.0
e5586548,0.0,1.0,1.0
e5590962,0.0,1.0,0.0
e5601100,1.0,0.0,1.0
e5584102,1.0,1.0,1.0
e5240282,0.0,1.0,0.0
e5583108,1.0,0.0,1.0
e5585278,1.0,1.0,0.0
e4843088,1.0,0.0,0.0
e5229138,0.0,1.0,0.0
e5581970,1.0,0.0,1.0
e5602528,1.0,1.0,1.0
e5387870,0.0,1.0,0.0
e5537874,1.0,0.0,1.0
e5604856,1.0,1.0,1.0
e5608060,1.0,1.0,1.0
e5532928,1.0,1.0,0.0
e5096834,0.0,1.0,0.0
e5548152,0.0,1.0,0.0
e215678,1.0,0.0,0.0
e215680,0.0,0.0,1.0
e223632,1.0,0.0,0.0
e5518222,1.0,1.0,1.0
e5530462,1.0,0.0,1.0
e255440,0.0,0.0,1.0
e5160638,1.0,0.0,0.0
e5599390,1.0,1.0,1.0
e4784612,0.0,0.0,0.0
e5344984,0.0,1.0,0.0
e5587400,1.0,1.0,1.0
e5197844,0.0,0.0,1.0
e5535572,1.0,0.0,1.0
e5601540,0.0,1.0,1.0
e318772,0.0,1.0,1.0
e5214672,0.0,0.0,1.0
e5589828,0.0,1.0,0.0
e5507716,1.0,1.0,1.0
e5555826,1.0,0.0,1.0
e4942862,1.0,0.0,0.0
e5607874,1.0,1.0,1.0
e5126824,1.0,0.0,0.0
e5143342,1.0,0.0,0.0
e5543050,0.0,1.0,0.0
e5442114,0.0,1.0,1.0
e5213712,1.0,1.0,0.0
e5544836,1.0,0.0,0.0
e5548096,1.0,0.0,0.0
e5184816,1.0,0.0,0.0
e5533322,0.0,1.0,0.0
e5602000,1.0,0.0,1.0
e5606070,1.0,0.0,0.0
e5219990,0.0,1.0,0.0
e5510132,1.0,1.0,0.0
e326430,0.0,0.0,0.0
e5422988,1.0,0.0,1.0
e5594340,0.0,1.0,0.0
e5581776,1.0,1.0,1.0
e5593872,0.0,0.0,1.0
e5192136,1.0,0.0,1.0
e5222072,1.0,0.0,0.0
e5604076,0.0,1.0,1.0
e5577942,1.0,1.0,1.0
e5375242,1.0,0.0,1.0
e5591328,0.0,1.0,1.0
e5546252,1.0,0.0,1.0
e5549480,0.0,1.0,0.0
e329092,0.0,1.0,0.0
e5287862,1.0,1.0,1.0
e5545592,0.0,1.0,0.0
e5558590,1.0,1.0,0.0
e292216,1.0,1.0,0.0
e5376004,1.0,0.0,1.0
e5226768,0.0,0.0,1.0
e5591668,1.0,0.0,0.0
e5460092,0.0,0.0,1.0
e5211596,1.0,0.0,0.0
e5213244,0.0,0.0,1.0
e5220378,0.0,0.0,1.0
e5446718,1.0,1.0,0.0
e5607200,1.0,1.0,1.0
e5221418,1.0,0.0,0.0
e5395732,0.0,1.0,1.0
e5535054,1.0,0.0,0.0
e5587166,1.0,1.0,1.0
e5536890,1.0,0.0,0.0
e5589632,0.0,1.0,0.0
e5601794,1.0,1.0,1.0
e5228836,0.0,0.0,1.0
e5591608,1.0,1.0,0.0
e5223862,0.0,0.0,1.0
e5400536,1.0,0.0,1.0
e5600988,1.0,1.0,1.0
e4826960,1.0,1.0,0.0
e5103122,1.0,0.0,0.0
e5543734,0.0,1.0,0.0
e5599800,1.0,0.0,1.0
e5200560,0.0,1.0,0.0
e5602588,1.0,1.0,1.0
e5462924,0.0,0.0,1.0
e4987864,0.0,1.0,0.0
e5604258,1.0,1.0,1.0
e5206048,0.0,1.0,0.0
e5592114,1.0,0.0,1.0
e5601216,1.0,1.0,1.0
e5583334,1.0,1.0,1.0
e5478714,1.0,0.0,1.0
e5591848,1.0,1.0,1.0
e5542886,0.0,1.0,0.0
e5545758,1.0,0.0,1.0
e5478264,0.0,1.0,0.0
e5365868,0.0,0.0,1.0
e4963210,0.0,1.0,0.0
e5499714,1.0,0.0,1.0
e5592310,0.0,1.0,0.0
e5537258,1.0,1.0,1.0
e4854602,1.0,0.0,0.0
e5020432,0.0,1.0,0.0
e5536864,0.0,1.0,1.0
e5478224,1.0,1.0,1.0
e5577310,1.0,0.0,1.0
e5344986,1.0,1.0,1.0
e5537514,0.0,1.0,0.0
e5489272,1.0,1.0,0.0
e5540444,1.0,0.0,0.0
e380526,1.0,0.0,0.0
e5471864,1.0,1.0,1.0
e5195452,0.0,1.0,0.0
e5518980,1.0,0.0,1.0
e5453454,0.0,0.0,1.0
e5161128,1.0,1.0,0.0
e328238,1.0,0.0,0.0
e5591336,1.0,1.0,1.0
e5575836,1.0,0.0,1.0
e5537464,0.0,1.0,0.0
e5226754,1.0,0.0,1.0
e5539060,0.0,1.0,0.0
e311980,0.0,0.0,0.0
e5534550,0.0,1.0,0.0
e5599056,1.0,1.0,1.0
e5590944,1.0,0.0,1.0
e5594798,0.0,1.0,0.0
e5603466,1.0,1.0,1.0
e5537332,1.0,0.0,0.0
e5586358,1.0,1.0,1.0
e5532164,1.0,0.0,1.0
e5599526,1.0,1.0,1.0
e5588378,1.0,1.0,1.0
e5248898,1.0,0.0,0.0
e5585710,1.0,1.0,1.0
e5586808,1.0,1.0,0.0
e5585956,1.0,1.0,1.0
e5607098,1.0,1.0,1.0
e5536436,0.0,0.0,1.0
e5219694,0.0,1.0,0.0
e5606592,1.0,1.0,1.0
e5600246,0.0,1.0,1.0
e5578864,0.0,1.0,1.0
e4975062,0.0,0.0,1.0
e5498544,0.0,1.0,1.0
e5594932,0.0,1.0,0.0
e5175368,1.0,0.0,0.0
e5344502,0.0,0.0,1.0
e5344504,0.0,0.0,1.0
e310796,1.0,0.0,1.0
e310798,0.0,1.0,0.0
e5511728,1.0,0.0,0.0
e5146470,1.0,0.0,0.0
e5586324,0.0,1.0,1.0
e5502848,0.0,1.0,1.0
e5228602,0.0,1.0,0.0
e5361840,1.0,0.0,1.0
e5606416,0.0,1.0,0.0
e5590852,0.0,1.0,0.0
e5280316,0.0,0.0,1.0
e5499888,0.0,1.0,1.0
e5471290,0.0,1.0,1.0
e5591120,1.0,1.0,1.0
e5536292,0.0,1.0,1.0
e5541528,1.0,0.0,0.0
e5599528,1.0,1.0,1.0
e5445922,0.0,1.0,0.0
e296028,1.0,0.0,0.0
e5065372,1.0,0.0,0.0
e5386464,0.0,1.0,1.0
e5489284,0.0,1.0,0.0
e5227890,0.0,1.0,1.0
e378376,1.0,0.0,0.0
e5210174,0.0,1.0,0.0
e5584060,1.0,0.0,1.0
e5587682,1.0,1.0,1.0
e5586212,1.0,1.0,1.0
e5178040,0.0,1.0,0.0
e5589450,0.0,1.0,0.0
e5585874,1.0,1.0,1.0
e5226450,0.0,1.0,0.0
e5578530,1.0,1.0,1.0
e5355110,1.0,0.0,1.0
e5112074,0.0,1.0,1.0
e5606722,1.0,0.0,1.0
e5607054,1.0,1.0,1.0
e317180,1.0,0.0,0.0
e5536258,1.0,0.0,0.0
e5528614,1.0,1.0,1.0
e5208946,0.0,1.0,0.0
e5586118,1.0,0.0,1.0
e5228162,0.0,1.0,0.0
e5306050,0.0,0.0,1.0
e5588476,1.0,0.0,1.0
e5607536,1.0,1.0,1.0
e5530006,1.0,1.0,1.0
e5540638,1.0,0.0,0.0
e5157110,1.0,0.0,0.0
e5159860,1.0,0.0,0.0
e5606282,0.0,1.0,0.0
e5158412,1.0,1.0,0.0
e5571886,0.0,1.0,1.0
e5603196,1.0,1.0,1.0
e5582456,1.0,1.0,1.0
e289270,1.0,0.0,0.0
e4903710,1.0,1.0,0.0
e5140358,1.0,0.0,0.0
e5607182,1.0,1.0,0.0
e5387290,1.0,1.0,0.0
e5511274,1.0,0.0,1.0
e291250,0.0,0.0,0.0
e5544762,1.0,0.0,0.0
e5593870,1.0,0.0,1.0
e5379380,1.0,1.0,0.0
e341500,1.0,1.0,0.0
e5599434,0.0,1.0,1.0
e5423650,1.0,0.0,1.0
e379706,1.0,0.0,0.0
e5586506,1.0,1.0,0.0
e5521996,0.0,1.0,0.0
e363486,0.0,0.0,0.0
e5582226,1.0,1.0,0.0
e5543466,1.0,0.0,0.0
e4636893,1.0,0.0,1.0
e5105182,1.0,0.0,1.0
e5490028,0.0,0.0,1.0
e5601012,1.0,1.0,1.0
e5457768,1.0,0.0,1.0
e5602266,1.0,1.0,1.0
e5216190,0.0,0.0,1.0
e5515566,1.0,0.0,1.0
e4796452,1.0,0.0,0.0
e5514920,0.0,1.0,1.0
e5543102,0.0,1.0,0.0
e5343310,1.0,1.0,0.0
e5096734,1.0,0.0,0.0
e5595378,1.0,1.0,1.0
e5048072,0.0,0.0,1.0
e5236518,0.0,0.0,1.0
e5522390,1.0,0.0,1.0
e329272,1.0,0.0,0.0
e5607406,1.0,1.0,1.0
e5537228,0.0,1.0,0.0
e5401200,1.0,0.0,0.0
e5114206,1.0,0.0,0.0
e5018162,0.0,0.0,1.0
e5439046,1.0,0.0,1.0
e5548764,0.0,1.0,0.0
e5240212,1.0,0.0,1.0
e5604190,1.0,1.0,1.0
e5535324,1.0,0.0,1.0
e5571462,1.0,0.0,1.0
e5223314,0.0,1.0,0.0
e5205140,1.0,0.0,0.0
e5605954,1.0,1.0,1.0
e5547068,1.0,0.0,1.0
e325316,0.0,1.0,0.0
e5546274,1.0,0.0,0.0
e375142,1.0,1.0,0.0
e5604700,1.0,1.0,1.0
e5419602,0.0,1.0,1.0
e5225492,0.0,0.0,1.0
e5504696,1.0,1.0,1.0
e5601648,1.0,0.0,1.0
e5241626,0.0,0.0,1.0
e5423098,1.0,0.0,1.0
e5600032,1.0,1.0,1.0
e5589146,0.0,1.0,0.0
e5607974,1.0,1.0,1.0
e5537214,0.0,1.0,0.0
e5601512,1.0,1.0,1.0
e5190928,1.0,0.0,0.0
e5607040,1.0,1.0,1.0
e5203682,1.0,0.0,0.0
e5606280,1.0,0.0,0.0
e5212606,0.0,1.0,0.0
e5517440,1.0,1.0,1.0
e5605554,1.0,1.0,1.0
e303384,1.0,0.0,0.0
e5543206,0.0,1.0,0.0
e5592186,1.0,0.0,1.0
e5469524,1.0,1.0,1.0
e362196,0.0,0.0,1.0
e4900844,1.0,0.0,0.0
e5151864,1.0,0.0,0.0
e5608062,1.0,1.0,1.0
e5178016,0.0,0.0,1.0
e5600880,0.0,1.0,1.0
e5541412,0.0,1.0,0.0
e4975146,1.0,0.0,0.0
e5433292,0.0,1.0,0.0
e5291632,1.0,1.0,1.0
e5110954,1.0,0.0,0.0
e5606106,1.0,0.0,0.0
e5605252,1.0,1.0,1.0
e5382026,1.0,0.0,1.0
e5550070,0.0,1.0,0.0
e5607930,1.0,1.0,1.0
e5541750,1.0,0.0,1.0
e326238,1.0,0.0,0.0
e5497216,1.0,0.0,1.0
e5283078,1.0,1.0,1.0
e5525178,1.0,1.0,1.0
e5585728,0.0,1.0,1.0
e5108286,0.0,1.0,0.0
e5208698,0.0,0.0,1.0
e377992,1.0,0.0,0.0
e5234910,1.0,0.0,0.0
e447168,0.0,1.0,0.0
e389672,0.0,0.0,0.0
e5593062,0.0,1.0,1.0
e5103730,0.0,0.0,1.0
e5216248,1.0,0.0,0.0
e5496190,0.0,1.0,1.0
e5599808,1.0,1.0,1.0
e5547504,0.0,1.0,0.0
e471470,0.0,0.0,1.0
e4888858,1.0,1.0,0.0
e5208658,0.0,1.0,0.0
e5426992,1.0,0.0,1.0
e5591904,0.0,1.0,0.0
e5546786,0.0,1.0,0.0
e432460,1.0,0.0,0.0
e5241556,0.0,1.0,0.0
e5199614,1.0,0.0,0.0
e4711564,1.0,0.0,0.0
e5496852,1.0,1.0,1.0
e5370998,1.0,0.0,1.0
e5207010,0.0,1.0,0.0
e5592916,1.0,0.0,1.0
e5592948,0.0,1.0,1.0
e5545128,0.0,1.0,0.0
e5588944,1.0,1.0,1.0
e5577082,1.0,0.0,1.0
e5589848,1.0,0.0,0.0
e5568648,1.0,1.0,0.0
e5093806,1.0,0.0,0.0
e442066,1.0,0.0,0.0
e5537742,1.0,0.0,1.0
e5139142,0.0,0.0,1.0
e5602878,1.0,1.0,1.0
e5515130,1.0,0.0,1.0
e5603454,1.0,1.0,1.0
e5544016,0.0,1.0,0.0
e5588624,1.0,0.0,1.0
e5603922,1.0,1.0,1.0
e5607212,1.0,1.0,1.0
e5212230,0.0,1.0,0.0
e5510588,1.0,0.0,1.0
e5362386,1.0,0.0,1.0
e5604358,1.0,1.0,1.0
e5156150,0.0,0.0,1.0
e5607572,1.0,1.0,1.0
e456582,0.0,0.0,1.0
e5426862,1.0,0.0,0.0
e5593688,1.0,1.0,1.0
e5288872,0.0,1.0,0.0
e5541490,1.0,0.0,1.0
e5173528,0.0,1.0,0.0
e5196822,0.0,0.0,1.0
e475734,0.0,1.0,1.0
e5140344,0.0,1.0,0.0
e4784096,1.0,0.0,0.0
e5046872,0.0,1.0,0.0
e5606394,1.0,0.0,0.0
e5227762,1.0,1.0,0.0
e5105306,1.0,0.0,0.0
e5206638,0.0,0.0,1.0
e5337232,0.0,0.0,1.0
e5402880,0.0,1.0,0.0
e447854,1.0,1.0,1.0
e447856,1.0,1.0,1.0
e5546322,1.0,0.0,0.0
e5607518,1.0,0.0,1.0
e5525482,1.0,1.0,1.0
e5585704,0.0,1.0,1.0
e5225972,1.0,0.0,0.0
e5589456,0.0,1.0,1.0
e5030100,0.0,0.0,0.0
e5594200,0.0,1.0,0.0
e5495622,1.0,0.0,1.0
e5220234,0.0,0.0,1.0
e5397352,1.0,0.0,0.0
e5307330,0.0,1.0,0.0
e5499300,1.0,1.0,1.0
e5193960,1.0,1.0,1.0
e5544784,1.0,1.0,0.0
e5548182,1.0,1.0,1.0
e5442922,1.0,0.0,1.0
e5146110,0.0,0.0,1.0
e5225782,1.0,0.0,0.0
e5588198,1.0,0.0,1.0
e5223972,0.0,1.0,0.0
e5514070,1.0,0.0,1.0
e5198116,1.0,0.0,0.0
e5292396,0.0,0.0,1.0
e5225488,0.0,1.0,0.0
e5605906,1.0,0.0,1.0
e5605004,1.0,1.0,1.0
e4737928,1.0,0.0,0.0
e422674,0.0,0.0,0.0
e414398,0.0,0.0,1.0
e5221664,0.0,1.0,0.0
e5558584,1.0,1.0,0.0
e401322,0.0,0.0,0.0
e4709746,1.0,0.0,0.0
e5481138,1.0,0.0,1.0
e5191880,0.0,0.0,1.0
e5175542,0.0,0.0,1.0
e5408378,1.0,1.0,1.0
e5244804,1.0,1.0,0.0
e5546126,1.0,1.0,0.0
e5604134,1.0,1.0,1.0
e5402840,0.0,1.0,1.0
e5536466,1.0,0.0,1.0
e5590508,0.0,1.0,0.0
e402846,1.0,0.0,0.0
e5572448,0.0,0.0,1.0
e5224886,1.0,0.0,0.0
e5594764,1.0,1.0,1.0
e5591332,0.0,1.0,0.0
e5113422,1.0,0.0,0.0
e5605088,1.0,1.0,1.0
e4756406,1.0,0.0,1.0
e4686925,0.0,0.0,0.0
e5225862,0.0,1.0,0.0
e402172,0.0,0.0,0.0
e5545040,1.0,0.0,1.0
e5545042,0.0,1.0,0.0
e5339392,1.0,0.0,0.0
e5091356,0.0,1.0,0.0
e406924,1.0,0.0,0.0
e406926,1.0,0.0,0.0
e5241922,1.0,0.0,0.0
e5347684,1.0,1.0,0.0
e5444314,0.0,1.0,0.0
e5591068,1.0,0.0,1.0
e5199676,0.0,1.0,0.0
e5575130,1.0,1.0,1.0
e5532810,1.0,1.0,1.0
e5606322,0.0,1.0,0.0
e5559988,1.0,0.0,0.0
e5606816,1.0,1.0,1.0
e418222,0.0,0.0,0.0
e445934,0.0,0.0,0.0
e5534992,0.0,0.0,1.0
e5603302,1.0,1.0,1.0
e5599270,1.0,0.0,1.0
e5591002,0.0,1.0,0.0
e5595498,1.0,1.0,1.0
e5574148,1.0,1.0,1.0
e4984226,1.0,0.0,0.0
e5466218,1.0,0.0,0.0
e5605094,1.0,1.0,1.0
e5069164,0.0,0.0,1.0
e5535864,1.0,0.0,1.0
e5592242,0.0,0.0,1.0
e4623028,1.0,0.0,0.0
e5487256,1.0,1.0,1.0
e5473390,1.0,1.0,1.0
e445506,1.0,1.0,1.0
e5604748,1.0,1.0,0.0
e387680,1.0,0.0,0.0
e5206936,0.0,1.0,0.0
e5584706,1.0,0.0,1.0
e5589758,0.0,1.0,0.0
e5593830,0.0,1.0,0.0
e5597738,1.0,0.0,1.0
e5501030,1.0,1.0,1.0
e5525002,1.0,1.0,1.0
e5240138,0.0,1.0,0.0
e5605250,1.0,0.0,1.0
e5089160,1.0,0.0,0.0
e5589138,1.0,0.0,1.0
e5124308,0.0,0.0,1.0
e5210790,1.0,0.0,0.0
e5591364,1.0,0.0,1.0
e5595044,0.0,1.0,0.0
e4924448,1.0,0.0,0.0
e5208294,0.0,1.0,0.0
e5536094,1.0,0.0,1.0
e434000,1.0,0.0,0.0
e5544302,1.0,0.0,0.0
e5555094,1.0,0.0,1.0
e5541970,0.0,1.0,1.0
e422582,0.0,1.0,1.0
e5115650,1.0,0.0,0.0
e5531760,1.0,1.0,1.0
e473134,1.0,0.0,0.0
e5579208,1.0,1.0,1.0
e5443038,0.0,1.0,0.0
e5474978,1.0,0.0,1.0
e5607650,1.0,1.0,0.0
e5575848,1.0,1.0,1.0
e5408370,1.0,1.0,0.0
e5227502,0.0,1.0,0.0
e5188236,1.0,0.0,1.0
e5226612,0.0,0.0,1.0
e446182,0.0,1.0,0.0
e5600436,1.0,1.0,1.0
e5508834,1.0,1.0,0.0
e5541950,1.0,0.0,1.0
e5547186,0.0,1.0,0.0
e5107398,1.0,0.0,0.0
e5245556,1.0,0.0,0.0
e5603122,1.0,1.0,1.0
e5599884,0.0,1.0,1.0
e5605704,0.0,1.0,0.0
e5205202,0.0,0.0,1.0
e5435556,1.0,1.0,0.0
e5502734,1.0,0.0,1.0
e5543830,0.0,1.0,0.0
e5586176,0.0,1.0,1.0
e4995326,0.0,0.0,1.0
e5547552,0.0,1.0,0.0
e5601228,1.0,1.0,1.0
e5025442,1.0,0.0,1.0
e5493294,0.0,1.0,1.0
e5592104,0.0,1.0,0.0
e5607014,1.0,1.0,1.0
e5607422,1.0,1.0,1.0
e5600220,0.0,1.0,1.0
e5535780,0.0,0.0,1.0
e5581080,1.0,0.0,1.0
e5183770,1.0,0.0,0.0
e5531150,1.0,0.0,1.0
e5606536,1.0,1.0,1.0
e5592502,1.0,1.0,1.0
e5592438,1.0,0.0,1.0
e5595630,0.0,1.0,0.0
e451830,1.0,1.0,0.0
e5104344,1.0,0.0,0.0
e5548256,0.0,1.0,0.0
e5537254,0.0,1.0,0.0
e5599494,1.0,0.0,1.0
e5599534,0.0,1.0,1.0
e5607722,1.0,1.0,1.0
e5129232,0.0,1.0,0.0
e5604384,1.0,1.0,0.0
e5193262,1.0,0.0,0.0
e5604370,1.0,1.0,1.0
e5146878,1.0,0.0,0.0
e5420426,0.0,1.0,1.0
e5254980,1.0,0.0,0.0
e5290380,1.0,0.0,0.0
e5593764,0.0,0.0,1.0
e5465064,1.0,1.0,1.0
e5125958,0.0,1.0,0.0
e5506516,1.0,1.0,1.0
e5079474,0.0,0.0,0.0
e5606820,1.0,1.0,1.0
e5503066,1.0,0.0,1.0
e5493056,1.0,0.0,1.0
e5212670,1.0,0.0,0.0
e5547934,1.0,0.0,0.0
e5182776,1.0,1.0,0.0
e5578572,0.0,1.0,1.0
e472358,0.0,0.0,0.0
e4622044,0.0,0.0,0.0
e5188610,0.0,0.0,1.0
e5418630,1.0,0.0,1.0
e5591502,1.0,1.0,1.0
e5536672,1.0,0.0,1.0
e5591858,0.0,1.0,0.0
e5252974,0.0,1.0,0.0
e5224842,0.0,1.0,0.0
e5607986,1.0,1.0,1.0
e429636,0.0,1.0,0.0
e450514,1.0,0.0,0.0
e450516,1.0,0.0,0.0
e5213532,1.0,0.0,0.0
e5591490,1.0,0.0,0.0
e5543508,0.0,1.0,0.0
e5230618,0.0,1.0,0.0
e5576298,1.0,1.0,0.0
e5543750,1.0,1.0,1.0
e5518630,1.0,1.0,1.0
e5607758,1.0,1.0,1.0
e5258824,0.0,1.0,0.0
e5486618,1.0,0.0,1.0
e5607820,1.0,1.0,1.0
e5537970,0.0,1.0,0.0
e5605106,1.0,1.0,0.0
e5607962,1.0,1.0,1.0
e5256014,0.0,1.0,0.0
e5578362,1.0,1.0,1.0
e5585238,1.0,1.0,0.0
e5549194,1.0,0.0,1.0
e5212032,0.0,0.0,1.0
e508856,0.0,1.0,1.0
e5318210,0.0,0.0,1.0
e5591632,0.0,1.0,0.0
e5593136,1.0,1.0,1.0
e5599796,0.0,1.0,1.0
e5607364,1.0,1.0,0.0
e564898,1.0,0.0,0.0
e564900,1.0,0.0,0.0
e5588880,1.0,1.0,1.0
e5466956,1.0,0.0,1.0
e5534266,0.0,0.0,1.0
e5590054,1.0,0.0,0.0
e5536530,1.0,0.0,0.0
e5590142,1.0,1.0,1.0
e5196784,0.0,1.0,0.0
e4817054,0.0,1.0,0.0
e5227854,1.0,1.0,0.0
e5352086,1.0,1.0,1.0
e5535192,0.0,0.0,1.0
e5159194,0.0,1.0,0.0
e5220940,1.0,0.0,0.0
e5252908,1.0,0.0,0.0
e5245948,1.0,0.0,0.0
e5493844,1.0,1.0,0.0
e5218532,0.0,1.0,0.0
e5602044,1.0,1.0,1.0
e5541774,0.0,0.0,1.0
e5590322,1.0,0.0,1.0
e5565068,1.0,0.0,0.0
e5565070,1.0,1.0,1.0
e5571814,1.0,0.0,0.0
e5601892,0.0,1.0,1.0
